iterations,maxEnergyThresh,minEnergyThresh,foragingMean,numSuccess,numAllFail,numParentFail,numEggTimeFail,numEggColdFail,hatchDays,totNeglect,maxNeglect,endEnergy_M,meanEnergy_M,varEnergy_M,endEnergy_F,meanEnergy_F,varEnergy_F
20000,0,350,157,16710,46,3243,1,0,40.9558,1.9179,0.5264,651.043,710.664,10142.6,256.351,442.575,22160.5
20000,0,350,160,17929,14,2057,0,0,40.0276,1.2948,0.40295,685,732.279,9026.56,309.093,474.452,18444.4
20000,0,400,130,487,17681,1827,5,0,59.4337,24.9688,9.6674,350.513,487.639,31292.1,-85.1214,140.914,61556.8
20000,0,400,133,1113,15499,3370,18,0,57.9749,21.049,7.17325,390.797,516.928,27788.3,-47.8275,171.51,56674.9
20000,0,400,136,2085,12714,5170,31,0,56.0397,17.2593,5.22885,427.686,546.503,24524.3,-16.4173,203.192,52237.4
20000,0,400,139,3667,9534,6748,51,0,53.7433,13.7625,3.7358,467.056,576.311,21330.9,14.6113,237.784,47796.1
20000,0,400,142,5698,6345,7908,49,0,51.0906,10.5503,2.6248,501.243,604.58,18681.7,46.9968,273.737,43498.6
20000,0,400,145,8171,3668,8113,48,0,48.4886,7.8715,1.8101,530.507,626.388,16620.9,83.6681,310.113,38641.1
20000,0,400,148,10804,1784,7375,37,0,46.074,5.744,1.28265,562.668,650.992,14695.1,123.868,346.9,34109.9
20000,0,400,151,13180,773,6024,23,0,44.1679,4.2147,0.95385,593.571,671.602,12865.3,167.972,381.753,29480.7
20000,0,400,154,15333,253,4396,18,0,42.4816,2.97635,0.7012,620.3,690.467,11526,217.128,416.786,24996.2
20000,0,400,157,16935,58,2997,10,0,41.2041,2.08405,0.5445,649.608,709.865,10313.8,266.033,448.487,21241.6
20000,0,400,160,18142,11,1844,3,0,40.3111,1.48055,0.4303,684.727,731.701,9069.92,319.654,480.353,17710.6
20000,0,450,130,522,17631,1838,9,0,59.3858,24.9854,9.50595,353.491,491.263,30946.8,-82.596,145.459,61936.2
20000,0,450,133,1006,15644,3325,25,0,58.082,21.1713,7.0527,393.516,518.359,27424,-48.6106,175.665,57330
20000,0,450,136,2048,12728,5183,41,0,56.11,17.2553,5.11715,429.473,547.712,24274.3,-15.8853,208.495,52623.9
20000,0,450,139,3698,9451,6791,60,0,53.7614,13.7268,3.6619,463.079,575.694,21585.1,16.2193,243.285,47984.6
