Min_Energy_Thresh_F,Max_Energy_Thresh_F,Min_Energy_Thresh_M,Max_Energy_Thresh_M,Foraging_Condition_Mean,Foraging_Condition_SD,N_Total,N_Success,N_Fail_Egg_Time,N_Fail_Egg_Cold,N_Fail_Parent_Dead,Overall_Mean_Energy_F,Overall_Var_Energy_F,Overall_Mean_Energy_M,Overall_Total_Neglect,Overall_Max_Neglect,Overall_Prop_Neglect,Overall_Hatch_Date,Successful_Mean_Energy_F,Successful_Var_Energy_F,Successful_Mean_Energy_M,Successful_Var_Energy_M,Successful_Total_Neglect,Successful_Max_Neglect,Successful_Prop_Neglect,Successful_Hatch_Date,Successful_Attendance_F,Successful_Prop_F,Successful_Attendance_M,Successful_Prop_M,Rate_Success,Rate_Fail_Egg_Time,Rate_Fail_Egg_Cold,Rate_Fail_Parent_Dead
200,400,400,700,170,47,1000,0,0,0,0,636.776368,5328.70123,736.996123,0.107,0.102,0.00256251081802143,37.174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
200,400,400,700,162,47,1000,0,0,8,1,554.693265,5321.22479,698.729062,0.891,0.734,0.0196299599660313,38.372,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.008,0.001
200,400,400,800,130,47,1000,0,4,649,345,304.588006,18709.930015,588.35174,26.728,18.372,0.484364185712265,52.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.004,0.649,0.345
200,400,400,800,140,47,1000,0,33,736,94,337.019552,15960.50079,635.585164,19.67,11.749,0.335826338037605,56.569,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.033,0.736,0.094
200,400,400,800,150,47,1000,0,15,330,10,393.357235,11753.13426,690.67076,8.74,5.815,0.160766536061061,48.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.015,0.33,0.01
200,400,400,800,160,47,1000,0,1,35,1,471.763441,7682.51265,746.207237,2.301,1.796,0.0483650138363959,40.494,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.001,0.035,0.001
200,400,400,800,170,47,1000,0,0,1,0,579.111405,6284.25719,796.525515,0.294,0.276,0.00693568519850547,37.469,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.001,0
200,400,400,800,162,47,1000,0,1,23,0,489.454439,6729.00175,760.039564,1.687,1.401,0.0363214127148909,39.605,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.001,0.023,0
200,400,400,900,130,47,1000,0,3,634,358,299.59698,20161.82705,642.849136,27.396,18.549,0.504727837350615,52.511,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.003,0.634,0.358
200,400,400,900,140,47,1000,0,34,765,97,325.609522,20027.5842,691.253938,20.773,12.201,0.354288321405614,57.271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.034,0.765,0.097
200,400,400,900,150,47,1000,0,32,375,13,365.732174,15723.55648,749.415232,10.476,6.605,0.188614063316786,51.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.032,0.375,0.013
200,400,400,900,160,47,1000,0,0,53,0,428.84575,10594.80899,810.369996,3.211,2.523,0.0671174835680974,41.908,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.053,0
200,400,400,900,170,47,1000,0,0,1,0,513.798947,9472.88628,865.150763,0.618,0.561,0.0143358312411584,37.983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.001,0
200,400,400,900,162,47,1000,0,0,42,2,444.139091,10199.88084,822.886121,2.626,2.096,0.0557706074299903,41.003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.042,0.002
200,400,400,1000,130,47,1000,0,3,617,377,297.557908,20217.562847,696.083111,27.826,19.621,0.52494278182954,51.337,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.003,0.617,0.377
200,400,400,1000,140,47,1000,0,37,771,102,322.291708,23009.77719,760.292166,21.724,12.526,0.370699203972492,57.344,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.037,0.771,0.102
200,400,400,1000,150,47,1000,0,32,461,18,354.233405,19606.99984,818.610503,12.458,7.497,0.220857422586969,53.272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.032,0.461,0.018
200,400,400,1000,160,47,1000,0,4,93,1,399.00824,15568.53415,873.355955,4.807,3.55,0.0978820813207629,44.239,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.004,0.093,0.001
200,400,400,1000,170,47,1000,0,0,4,1,469.583085,14872.02836,929.115475,1.077,0.927,0.0245334372819693,38.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.004,0.001
200,400,400,1000,162,47,1000,0,0,51,0,412.304014,14991.21034,884.237503,3.499,2.768,0.0737754309720813,42.356,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.051,0
200,400,500,600,130,47,1000,0,27,669,295,330.063017,12143.37059,512.547572,26.694,15.428,0.47423552499132,54.574,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.027,0.669,0.295
200,400,500,600,140,47,1000,0,143,572,58,375.129249,8095.58466,550.165266,19.165,9.277,0.324176037059417,57.109,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.143,0.572,0.058
200,400,500,600,150,47,1000,0,47,144,7,457.001465,6835.31003,591.26727,7.774,4.167,0.144533235299237,47.813,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.047,0.144,0.007
200,400,500,600,160,47,1000,0,0,14,0,562.158148,5657.58616,635.562317,1.761,1.232,0.0379935688895391,39.715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.014,0
200,400,500,600,170,47,1000,0,0,0,0,682.324582,5973.0769,699.265242,0.143,0.128,0.0034039271794378,37.233,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
200,400,500,600,162,47,1000,0,0,5,0,585.13593,5738.68031,650.735173,0.967,0.715,0.0215501671312446,38.513,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.005,0
200,400,500,700,130,47,1000,0,8,636,354,313.505938,12454.83218,559.422461,26.996,16.847,0.489370521176205,53.203,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.008,0.636,0.354
200,400,500,700,140,47,1000,0,91,658,79,355.671741,8766.17283,601.996629,19.591,10.402,0.332628345595663,57.084,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.091,0.658,0.079
200,400,500,700,150,47,1000,0,36,235,8,423.9278,6490.88854,643.837126,8.378,4.928,0.153528148826211,48.573,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.036,0.235,0.008
200,400,500,700,160,47,1000,0,2,16,0,521.442665,5150.11148,688.164121,1.919,1.431,0.040994210583383,39.956,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.002,0.016,0
200,400,500,700,170,47,1000,0,0,0,0,640.828288,5306.94779,733.788491,0.227,0.195,0.00534312415816966,37.363,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
200,400,500,700,162,47,1000,0,0,10,0,546.406661,4831.27242,696.759803,1.21,0.955,0.0265229961514604,38.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.01,0
200,400,500,800,130,47,1000,0,4,643,348,305.046104,13878.12402,608.528594,27.498,18.094,0.500479521640165,53.114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.004,0.643,0.348
200,400,500,800,140,47,1000,0,50,720,109,335.406025,11418.24516,657.494319,20.335,11.439,0.347614125609997,57.105,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.05,0.72,0.109
200,400,500,800,150,47,1000,0,28,263,13,388.74051,8976.01201,702.855268,9.189,5.666,0.168244937238693,49.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.028,0.263,0.013
200,400,500,800,160,47,1000,0,0,37,0,470.619919,6510.07858,748.770234,2.491,1.883,0.0524080572274903,40.823,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.037,0
200,400,500,800,170,47,1000,0,0,2,0,581.364123,6317.11673,800.183718,0.361,0.316,0.00831961546086993,37.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.002,0
200,400,500,800,162,47,1000,0,0,15,2,487.590375,6275.56692,759.895345,1.813,1.407,0.0391834738282051,39.791,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.015,0.002
200,400,500,900,130,47,1000,0,2,647,348,300.134429,15495.74851,660.858561,27.556,18.489,0.509070755415037,51.995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.002,0.647,0.348
200,400,500,900,140,47,1000,0,35,797,93,325.775981,15020.36597,713.540648,21.625,12.363,0.367807588931511,57.619,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.035,0.797,0.093
200,400,500,900,150,47,1000,0,29,374,18,367.395611,12855.45567,761.939213,10.863,6.594,0.195312597418664,51.417,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.029,0.374,0.018
200,400,500,900,160,47,1000,0,1,57,2,425.973748,10101.1904,811.742569,3.506,2.636,0.0730273415588077,42.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.001,0.057,0.002
200,400,500,900,170,47,1000,0,0,1,0,519.529789,9802.38611,869.753939,0.598,0.53,0.0137982699697296,37.946,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.001,0
200,400,500,900,162,47,1000,0,0,31,0,446.551702,9339.05057,828.013053,2.314,1.832,0.0498738618078907,40.568,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.031,0
200,400,500,1000,130,47,1000,0,3,633,361,298.769076,17637.93691,707.043454,28.547,19.778,0.531888148975536,51.807,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.003,0.633,0.361
200,400,500,1000,140,47,1000,0,31,816,94,320.695134,19436.92665,768.246102,22.928,13.375,0.389626221763543,58.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.031,0.816,0.094
200,400,500,1000,150,47,1000,0,32,404,16,356.785099,17202.04182,829.100729,11.859,7.11,0.211749443872401,52.541,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.032,0.404,0.016
200,400,500,1000,160,47,1000,0,3,79,2,404.095267,14926.20431,879.070968,4.342,3.24,0.0888915564520418,43.543,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.003,0.079,0.002
200,400,500,1000,170,47,1000,0,0,6,0,472.999836,15103.93665,931.131877,1.063,0.92,0.0241413804668376,38.687,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.006,0
200,400,500,1000,162,47,1000,0,0,42,0,419.221217,14640.09359,888.04198,3.266,2.546,0.0690933994040075,42.009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.042,0
200,400,600,700,130,47,1000,0,18,652,328,316.066223,9433.75249,585.115242,27.771,15.82,0.502927370132348,53.513,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.018,0.652,0.328
200,400,600,700,140,47,1000,0,160,643,68,355.376327,5651.35017,629.900498,21.183,9.754,0.357390635595657,58.107,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.16,0.643,0.068
200,400,600,700,150,47,1000,0,88,178,7,423.942361,4433.63626,662.198481,9.851,4.858,0.177817448149283,50.483,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.088,0.178,0.007
200,400,600,700,160,47,1000,0,1,15,0,523.492209,4213.75976,697.877857,2.433,1.6,0.0514700711579652,40.715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.001,0.015,0
200,400,600,700,170,47,1000,0,0,0,0,641.520454,5013.37894,736.38958,0.4,0.31,0.00930390611835722,37.635,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
200,400,600,700,162,47,1000,0,0,2,0,546.63842,4159.2687,702.280438,1.757,1.206,0.0386459823177569,39.723,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.002,0
200,400,600,800,130,47,1000,0,5,651,344,305.096339,10274.729678,635.835123,28.157,17.734,0.515535208384296,52.723,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.005,0.651,0.344
200,400,600,800,140,47,1000,0,87,710,83,337.915111,7839.05284,682.898132,21.344,10.757,0.361813746436098,57.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.087,0.71,0.083
200,400,600,800,150,47,1000,0,62,269,15,388.577826,6236.31613,719.793351,10.352,5.789,0.187415880213037,50.857,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.062,0.269,0.015
200,400,600,800,160,47,1000,0,2,28,0,468.566922,5421.11251,756.000403,3.086,2.187,0.0648557545023691,41.721,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.002,0.028,0
200,400,600,800,170,47,1000,0,0,1,0,575.200471,6176.32526,799.220545,0.482,0.412,0.0110686595970996,37.763,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.001,0
200,400,600,800,162,47,1000,0,1,19,0,485.909057,5452.00786,763.996827,2.272,1.702,0.0489329818205046,40.506,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.001,0.019,0
200,400,600,900,130,47,1000,0,3,637,359,299.709066,12372.81212,675.838849,28.554,18.562,0.52593584608161,52.328,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.003,0.637,0.359
200,400,600,900,140,47,1000,0,67,751,92,327.419547,11155.85521,736.686734,22.312,12.181,0.379144129463944,57.931,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.067,0.751,0.092
200,400,600,900,150,47,1000,0,60,375,22,366.704036,9943.7499,777.795916,11.494,6.609,0.20527488236924,52.139,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.06,0.375,0.022
200,400,600,900,160,47,1000,0,2,48,5,429.076622,8886.42674,818.731618,3.704,2.673,0.0770309650888064,42.588,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.002,0.048,0.005
200,400,600,900,170,47,1000,0,0,3,0,515.808231,9645.72273,869.246011,0.691,0.605,0.0157572966813628,38.091,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.003,0
200,400,600,900,162,47,1000,0,1,33,1,441.350062,9000.97938,827.053338,2.829,2.116,0.0601939211854622,41.324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.001,0.033,0.001
200,400,600,1000,130,47,1000,0,3,622,372,297.765091,14910.57722,717.559601,29.193,19.526,0.541864770741422,51.971,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.003,0.622,0.372
200,400,600,1000,140,47,1000,0,50,813,86,322.789172,16226.1314,788.666205,23.273,12.763,0.393750170089349,58.353,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.05,0.813,0.086
200,400,600,1000,150,47,1000,0,40,455,13,357.481185,14846.76975,839.022088,12.489,7.352,0.22117356855979,53.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.04,0.455,0.013
200,400,600,1000,160,47,1000,0,1,72,3,404.150576,13970.02214,883.28156,4.509,3.257,0.0923868642195056,43.767,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.001,0.072,0.003
200,400,600,1000,170,47,1000,0,0,3,1,468.586864,14654.26717,927.466806,1.118,0.959,0.025606369593676,38.757,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.003,0.001
200,400,600,1000,162,47,1000,0,0,44,1,410.915426,13963.49152,888.042211,3.752,2.779,0.0787224930114829,42.712,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.044,0.001
200,400,700,800,130,47,1000,0,16,655,326,307.214661,7939.90921,664.077197,28.845,16.622,0.525944886337074,53.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.016,0.655,0.326
200,400,700,800,140,47,1000,0,172,636,91,340.354028,5333.86515,713.063872,22.488,10.119,0.382310449685237,57.946,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.172,0.636,0.091
200,400,700,800,150,47,1000,0,140,184,13,396.467399,4358.03126,744.179523,11.485,5.331,0.205128160832273,52.294,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.14,0.184,0.013
200,400,700,800,160,47,1000,0,5,14,0,475.937656,4474.06069,770.467738,3.51,2.162,0.0738458602678496,42.341,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.005,0.014,0
200,400,700,800,170,47,1000,0,0,0,0,578.764491,6145.84211,806.920756,0.66,0.503,0.0153561741818928,38.057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
200,400,700,800,162,47,1000,0,2,8,0,499.311551,4637.90962,777.977584,2.573,1.682,0.0554360492778551,40.966,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.002,0.008,0
200,400,700,900,130,47,1000,0,2,660,338,298.244026,10511.65122,693.135471,29.611,18.838,0.541976593747818,52.721,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.002,0.66,0.338
200,400,700,900,140,47,1000,0,97,743,93,328.649783,8496.17593,760.134709,22.798,11.396,0.387221804433656,57.996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.097,0.743,0.093
200,400,700,900,150,47,1000,0,69,356,14,369.074059,7669.86226,797.2829,12.381,6.588,0.219593430294339,53.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.069,0.356,0.014
200,400,700,900,160,47,1000,0,6,45,1,428.392927,7443.29425,827.286123,4.259,2.821,0.0871964161956465,43.445,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.006,0.045,0.001
200,400,700,900,170,47,1000,0,0,2,0,516.138631,9437.97274,872.037765,0.788,0.657,0.018098091045318,38.252,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.002,0
200,400,700,900,162,47,1000,0,2,22,4,445.481734,7755.90527,837.117381,3.119,2.181,0.0664851461744934,41.731,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.002,0.022,0.004
200,400,700,1000,130,47,1000,0,4,646,349,299.580332,12768.837288,731.319681,29.745,19.853,0.554587630564974,51.741,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.004,0.646,0.349
200,400,700,1000,140,47,1000,0,43,804,97,322.501309,13009.32514,808.755956,23.93,12.839,0.405787330382017,58.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.043,0.804,0.097
200,400,700,1000,150,47,1000,0,67,403,21,356.615607,12606.24157,854.279272,13.236,7.135,0.233054526105254,53.957,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.067,0.403,0.021
200,400,700,1000,160,47,1000,0,3,84,2,403.462994,12915.71677,889.540791,5.013,3.392,0.100950771619302,44.474,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.003,0.084,0.002
200,400,700,1000,170,47,1000,0,0,3,0,471.66495,14252.4977,928.270163,1.273,1.032,0.0287684356988036,39.005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.003,0
200,400,700,1000,162,47,1000,0,1,45,1,416.689855,13277.12278,897.080335,3.886,2.815,0.0816135136186034,42.909,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.001,0.045,0.001
200,400,800,900,130,47,1000,0,19,636,344,301.851638,8540.822201,737.667357,30.366,17.481,0.562491584036297,52.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.019,0.636,0.344
200,400,800,900,140,47,1000,0,192,662,88,337.879178,5951.08362,802.55306,24.192,10.544,0.40958276506305,58.616,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.192,0.662,0.088
200,400,800,900,150,47,1000,0,188,233,9,392.044782,5273.55013,837.218292,13.431,5.635,0.23519290288521,54.211,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.188,0.233,0.009
200,400,800,900,160,47,1000,0,15,23,0,465.924494,5527.55602,863.862731,5.318,2.735,0.108133577491219,45.065,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.015,0.023,0
200,400,800,900,170,47,1000,0,0,0,0,578.73313,7567.66398,901.092252,1.813,1.362,0.0432748768548678,40.142,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
200,400,800,900,162,47,1000,0,6,7,0,484.256765,5753.62902,870.606469,4.149,2.298,0.0878766187964343,43.459,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.006,0.007,0
200,400,800,1000,130,47,1000,0,3,646,351,300.048369,10808.55272,770.362028,30.416,18.623,0.570521813037557,51.867,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.003,0.646,0.351
200,400,800,1000,140,47,1000,0,87,770,88,325.915843,9838.83569,850.613558,24.715,11.786,0.417759712336039,58.557,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.087,0.77,0.088
200,400,800,1000,150,47,1000,0,120,339,9,367.053351,9264.51928,890.802199,13.705,6.553,0.239552898672087,54.695,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.12,0.339,0.009
200,400,800,1000,160,47,1000,0,17,50,1,422.08806,9366.29276,921.878576,5.745,3.262,0.11611486478263,45.652,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.017,0.05,0.001
200,400,800,1000,170,47,1000,0,0,2,0,518.479308,10999.7932,967.649157,1.826,1.386,0.0433980532340362,40.143,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.002,0
200,400,800,1000,162,47,1000,0,4,12,0,438.210458,9356.64694,929.160308,4.472,2.705,0.0944478388559366,43.916,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.004,0.012,0
200,400,900,1000,130,47,1000,0,9,642,348,299.549903,10967.684341,783.928572,31.676,18.396,0.585988299100419,52.697,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.009,0.642,0.348
200,400,900,1000,140,47,1000,0,200,658,106,330.578053,8742.38537,879.660331,25.108,10.559,0.426841296226634,58.457,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.2,0.658,0.106
200,400,900,1000,150,47,1000,0,258,247,11,371.341729,8283.96346,916.877533,15.182,6.027,0.261643461798322,56.168,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.258,0.247,0.011
200,400,900,1000,160,47,1000,0,21,22,3,430.636866,8761.23089,941.391674,6.671,3.266,0.132610778028597,46.942,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.021,0.022,0.003
200,400,900,1000,170,47,1000,0,0,0,0,523.874733,11342.49396,976.974041,2.146,1.455,0.0504278981238622,40.607,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
200,400,900,1000,162,47,1000,0,6,17,0,447.424502,9331.89723,947.559975,5.118,2.691,0.106499061263391,44.835,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.006,0.017,0
200,500,200,300,130,47,1000,0,32,426,503,411.865776,39059.4991,321.734755,19.939,12.37,0.375959756255755,50.436,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.032,0.426,0.503
200,500,200,300,140,47,1000,0,77,385,124,461.281687,33874.93505,365.546351,13.201,7.346,0.233520514808205,52.088,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.077,0.385,0.124
