iterations,maxEnergyThresh,minEnergyThresh,foragingMean,numSuccess,numAllFail,numParentFail,numEggTimeFail,numEggColdFail,hatchDays,totNeglect,maxNeglect,endEnergy_F,meanEnergy_F,varEnergy_F,endEnergy_M,meanEnergy_M,varEnergy_M,meanIncBout_F,varIncBout_F,meanForagingBout_F,varForagingBout_F,meanIncBout_M,varIncBout_M,meanForagingBout_M,varForagingBout_M
10000,200,0,148,0,9030,970,0,0,60.4853,21.7976,9.0998,77.1087,153.975,38581.7,75.7503,171.979,47790.6,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
10000,200,0,151,0,8350,1650,0,0,60.054,20.1274,8.1493,79.7695,158.919,38616,79.6676,176.899,47587,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
10000,200,0,154,0,7317,2683,0,0,59.3646,18.3975,7.3418,84.9197,164.247,38564.6,85.0212,182.154,47894.2,-nan,-nan,8.48219,11.6117,-nan,-nan,-nan,-nan
10000,200,0,157,0,6339,3661,0,0,58.6179,16.9473,6.6729,88.9664,168.568,38761.8,87.2617,187.559,48364.6,6.44158,10.4108,7.79921,9.50747,6.72115,13.6747,7.67019,9.04808
10000,200,0,160,0,5243,4757,0,0,57.664,15.4756,6.0689,88.5714,172.581,38995.2,91.1992,191.932,48692.8,6.41985,10.2726,7.13601,7.52149,6.70377,13.6432,7.10279,7.49335
10000,200,50,130,0,9994,0,2,4,61,34.9948,19.8654,7.77637,115.977,43948.8,8.41901,134.225,53858,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
10000,200,50,133,0,9977,9,2,12,60.9975,32.4846,16.7293,40.4907,132.059,40429,41.1642,150.651,49669,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
10000,200,50,136,0,9945,19,10,26,60.9948,30.0072,13.9887,60.8162,145.408,37875.2,60.6062,162.705,47185.6,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
10000,200,50,139,5,9863,75,20,37,60.9612,27.6937,11.9605,74.1211,154.811,36478.1,74.3549,172.374,44899.3,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
10000,200,50,142,12,9719,166,43,60,60.9349,25.6452,10.369,86.1236,162.364,35108.3,87.7722,180.456,44009.1,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
10000,200,50,145,27,9460,398,67,48,60.8045,23.6789,9.1041,93.8409,169.087,34452.8,94.279,186.198,43245.3,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
10000,200,50,148,85,8814,888,124,89,60.5432,21.7099,7.9566,99.3298,174.983,33994.8,100.426,191.996,42725,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
10000,200,50,151,157,8067,1539,159,78,60.1699,20.0589,7.1111,106.296,179.679,33718.4,105.112,196.88,42483.5,5.26763,9.14326,-nan,-nan,5.45682,11.8233,7.48718,13.2818
10000,200,50,154,342,7058,2288,234,78,59.6004,18.4305,6.4423,110.269,184.349,33724.7,111.815,201.424,42542.3,5.24859,9.13317,6.89241,10.8705,-nan,-nan,6.81567,10.5562
10000,200,50,157,534,5898,3251,265,52,58.8777,16.8989,5.7913,114.49,188.812,34061,113.49,206.333,42842.6,5.24166,9.17067,6.27023,8.36891,5.42791,11.7996,6.20801,8.02995
10000,200,50,160,804,4673,4174,289,60,57.8156,15.4344,5.2761,116.284,193.156,34387.5,115.855,211.194,43500.1,5.24781,9.24719,5.82678,6.78797,5.46294,12.0859,5.76631,6.62063
10000,200,100,130,0,9846,0,40,114,61,34.9735,17.8025,33.1726,137.066,39542.9,35.5989,156.38,48586.6,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
