iterations,maxEnergyThresh,minEnergyThresh,foragingMean,numSuccess,numAllFail,numParentFail,numEggTimeFail,numEggColdFail,hatchDays,totNeglect,maxNeglect,endEnergy_M,meanEnergy_M,varEnergy_M,endEnergy_F,meanEnergy_F,varEnergy_F
20000,0,800,154,17942,215,1508,335,0,45.4815,5.04875,0.7478,367.058,565.258,24621,582.412,632.178,10577.4
20000,0,800,157,19041,42,783,134,0,44.1264,4.06805,0.6719,435.191,601.262,19643.1,598.172,645.562,9936.07
20000,0,800,160,19552,10,380,58,0,43.0183,3.29595,0.6157,498.804,633.815,15855.1,627.265,665.307,9140.96
20000,0,850,130,607,17591,1622,180,0,59.628,25.3266,8.16795,-69.5295,230.534,81046.9,353.633,456.887,23542.1
20000,0,850,133,1424,15512,2709,355,0,58.4708,21.6367,5.8803,-33.3793,267.184,74955.9,391.855,484.143,20719.2
20000,0,850,136,2727,12708,3911,654,0,56.9405,18.1889,4.2044,5.83609,305.38,67926.9,429.046,511.27,18549.8
20000,0,850,139,4682,9382,4965,971,0,55.0726,14.9233,2.87885,47.7569,348.369,61134,467.134,540.022,16460.5
20000,0,850,142,7558,6126,5158,1158,0,52.8877,12.0297,1.99565,99.5746,392.56,53452.1,490.73,559.393,14978.6
20000,0,850,145,10535,3515,4761,1189,0,50.873,9.71305,1.43425,158.937,438.291,45678.9,514.895,579.115,13646.3
20000,0,850,148,13720,1619,3706,955,0,48.7529,7.69865,1.0602,229.098,485.349,37524.2,537.353,596.601,12534.8
20000,0,850,151,16155,642,2570,633,0,47.0459,6.24975,0.85535,296.836,527.521,30696.8,561,616.038,11358.3
20000,0,850,154,17868,192,1573,367,0,45.6026,5.1346,0.75255,370.486,568.578,24474.4,580.605,631.486,10569.1
20000,0,850,157,18943,55,833,169,0,44.2469,4.15475,0.6756,441.154,605.94,19505.2,602.738,648.512,9835.66
20000,0,850,160,19517,15,411,57,0,43.1489,3.38645,0.61595,505.894,639.304,15828.6,625.732,665.267,9233.31
20000,0,900,130,651,17633,1528,188,0,59.6424,25.2646,8.15405,-69.5637,230.964,80865.1,347.14,452.235,23720.5
20000,0,900,133,1407,15590,2622,381,0,58.5145,21.727,5.9465,-32.6271,266.651,74944.4,391.492,483.683,20921
20000,0,900,136,2793,12663,3825,719,0,56.8999,18.1432,4.1676,4.80707,305.845,68188.1,431.466,513.364,18447.5
20000,0,900,139,4788,9317,4928,967,0,54.9937,14.8237,2.87775,48.7489,348.617,61238.9,461.047,536.156,16474.7
20000,0,900,142,7540,6136,5133,1191,0,52.8718,12.0142,1.99795,100.939,393.628,53370,488.948,559.154,14994.8
20000,0,900,145,10733,3287,4813,1167,0,50.6493,9.5187,1.3905,161.329,441.338,45258.6,511.509,576.564,13940.3
20000,0,900,148,13581,1650,3766,1003,0,48.8882,7.81415,1.06505,228.311,485.044,37650.8,539.186,597.909,12504.8
20000,0,900,151,16070,663,2571,696,0,47.1136,6.31,0.859,300.586,529.796,30518.9,559.328,614.98,11457.5
20000,0,900,154,17848,221,1558,373,0,45.612,5.14825,0.7535,370.139,567.906,24776.2,581.507,632.612,10559.6
20000,0,900,157,18957,50,817,176,0,44.349,4.2261,0.6811,442.8,607.23,19544.8,603.572,649.585,9840.74
20000,0,900,160,19535,11,392,62,0,43.1867,3.41225,0.6201,509.08,642.241,15723.5,622.028,663.105,9377.95
20000,0,950,130,629,17725,1468,178,0,59.7026,25.4133,8.13845,-70.167,229.793,81063.4,354.786,457.072,23425.4
20000,0,950,133,1385,15558,2662,395,0,58.5087,21.7527,5.9365,-32.0739,266.31,74706.3,396.356,486.322,20605.7
20000,0,950,136,2780,12793,3778,649,0,57.0084,18.2454,4.1856,4.31101,305.828,68263.3,431.776,512.462,18426.3
