iteration,hatchSuccess,hatchDays,neglect,maxNeglect,endEnergy_M,meanEnergy_M,varEnergy_M,endEnergy_F,meanEnergy_F,varEnergy_F,meanIncubation_M,varIncubation_M,numIncubation_M,meanForaging_M,varForaging_M,numForaging_M,meanIncubation_F,varIncubation_F,numIncubation_F,meanForaging_F,varForaging_F,numForaging_F,incubationMetabolism,foragingMetabolism,minEnergyThreshold,maxEnergyThreshold
14060,1,31,0,0,75.4429,96.7881,56.8664,85.7076,85.3692,61.1812,1.14286,0.122449,14,1,0,14,1,0,15,1.14286,0.122449,14,10,11,15,80
14061,1,31,0,0,42.1642,71.8517,617.191,67.7614,74.323,170.764,2.42857,3.95918,7,1.66667,2.22222,6,1.57143,1.95918,7,2.42857,3.95918,7,10,12,15,80
14062,1,31,0,0,54.5929,103.099,243.93,83.4729,88.7669,107.272,1.30769,0.674556,13,1,0,12,1,0,13,1.30769,0.674556,13,10,13,15,80
14063,1,31,1,1,47.1298,67.3686,683.193,50.2465,74.5485,243.207,2.14286,4.12245,7,1.66667,1.22222,6,1.57143,1.10204,7,2.28571,5.63265,7,10,14,15,80
14064,1,31,3,3,29.7055,60.3243,1252.23,44.7986,72.2299,219.765,2.33333,6.55556,6,1.6,1.44,5,1.5,1.25,6,2.83333,13.4722,6,10,15,15,80
14065,0,31,5,4,30.3452,54.6492,1038.92,5.52849,61.7671,775.835,2,5,6,1.2,0.16,5,2,4.28571,7,2.16667,6.80556,6,10,16,15,80
14066,1,31,7,4,21.0288,68.6103,649.803,72.8389,60.0585,657.516,2.6,5.44,5,3.5,18.75,4,2.2,5.76,5,1.5,0.75,4,10,17,15,80
14067,0,31,9,9,40.7116,58.2386,704.905,39.2391,44.1067,1163.99,2.2,5.76,5,2.5,6.75,4,2.2,5.76,5,1,0,4,10,18,15,80
14068,0,31,7,7,23.5254,56.4155,785.085,37.0851,57.0034,569.449,2.8,5.76,5,2.25,4.6875,4,2,4,5,1.75,1.6875,4,10,19,15,80
14069,0,31,17,17,29.5838,47.5677,532.118,15.086,38.5321,874.901,2.5,2.25,2,1,0,1,3,8,3,2.5,2.25,2,10,20,15,80
14070,0,31,14,13,5.22591,31.5173,790.343,6.81832,45.9014,927.968,4,9,2,1,0,1,3,8,3,4.5,12.25,2,10,21,15,80
14071,0,31,19,19,-1.19761,31.4371,1301.55,-6.24048,28.0562,898.96,5,16,2,1,0,1,1,0,2,1,0,1,10,22,15,80
14072,0,31,22,22,2.29336,44.7632,809.19,-21.8208,16.4869,1122.26,1,0,1,nan,nan,0,4,9,2,1,0,1,10,23,15,80
14073,0,31,21,21,-96.2478,-0.612158,3501.56,-60.553,5.21833,2008.07,1,0,1,nan,nan,0,4.5,12.25,2,1,0,1,10,24,15,80
14074,0,31,22,22,-101.968,-17.8933,3109.65,-30.5526,25.9371,935.761,8,0,1,nan,nan,0,1,0,1,nan,nan,0,10,25,15,80
14075,1,31,0,0,249.454,183.412,1800.78,223.708,154.583,1360.46,1,0,15,1,0,15,1,0,16,1,0,15,10,1,15,80
14076,1,31,0,0,188.238,152.259,638.864,216.211,145.588,1563.14,1,0,15,1,0,15,1,0,16,1,0,15,10,2,15,80
14077,1,31,0,0,212.667,162.875,1218.87,172.557,131.752,607.453,1,0,15,1,0,15,1,0,16,1,0,15,10,3,15,80
14078,1,31,0,0,162.48,139.565,433.967,190.892,144.722,856.279,1,0,15,1,0,15,1,0,16,1,0,15,10,4,15,80
14079,1,31,0,0,208.051,161.787,1237.15,165.702,115.199,552.928,1,0,15,1,0,15,1,0,16,1,0,15,10,5,15,80
14080,1,31,0,0,156.921,128.841,315.67,174.613,132.442,562.012,1,0,15,1,0,15,1,0,16,1,0,15,10,6,15,80
14081,1,31,0,0,172.939,144.684,407.741,188.245,142.335,708.701,1,0,15,1,0,15,1,0,16,1,0,15,10,7,15,80
14082,1,31,0,0,130.151,122.556,200.655,122.751,100.678,55.1542,1,0,15,1,0,15,1,0,16,1,0,15,10,8,15,80
14083,1,31,0,0,122.833,123.662,73.6594,131.341,107.284,146.178,1,0,15,1,0,15,1,0,16,1,0,15,10,9,15,80
14084,1,31,0,0,111.506,113.277,52.7122,107.721,104.873,88.2791,1,0,15,1,0,15,1,0,16,1,0,15,10,10,15,80
14085,1,31,0,0,85.6755,106.289,62.9843,89.1525,86.6082,50.3886,1,0,15,1,0,15,1,0,16,1,0,15,10,11,15,80
14086,1,31,0,0,79.3651,85.7139,156.826,58.1333,79.9474,131.802,1.27273,0.198347,11,1.27273,0.380165,11,1.25,0.354167,12,1.27273,0.198347,11,10,12,15,80
14087,1,31,0,0,36.8363,63.0451,681.668,33.5794,66.9037,287.761,2.8,4.56,5,2.5,2.25,4,2.2,2.16,5,2.8,4.56,5,10,13,15,80
14088,1,31,3,3,20.0185,70.3402,866.502,71.117,66.5624,491.923,2.83333,6.47222,6,2,4,5,1.83333,3.47222,6,1.8,1.36,5,10,14,15,80
14089,1,31,2,2,34.3,73.3794,716.628,82.4187,73.3038,187.267,2.42857,4.2449,7,1.66667,1.22222,6,1.57143,1.10204,7,2.71429,7.34694,7,10,15,15,80
14090,0,31,7,7,51.121,57.9378,625.101,44.2382,48.7655,987.09,3,6,4,3.66667,9.55556,3,3,8.5,4,1.66667,0.888889,3,10,16,15,80
14091,1,31,7,6,12.8708,62.4568,497.653,43.9905,51.2215,663,3.5,6.75,4,5,32,3,2.5,6.75,4,2.33333,3.55556,3,10,17,15,80
14092,0,31,13,13,73.7659,62.9494,789.597,69.8035,73.4744,79.4998,3.66667,14.2222,3,5.66667,43.5556,3,1.25,0.1875,4,8,98,3,10,18,15,80
14093,0,31,15,15,65.1903,60.8563,313.747,-8.67256,35.8552,1532.55,2,2,3,1,0,2,2.5,6.75,4,2,2,3,10,19,15,80
14094,0,31,13,12,21.1114,28.8103,1033.2,10.2054,64.6238,331.823,4.5,12.25,2,1,0,1,3,8,3,10.5,90.25,2,10,20,15,80
14095,0,31,18,18,-7.29595,32.0666,1041.05,18.3952,42.1686,467.128,4,9,2,4,0,1,2.5,2.25,2,1,0,1,10,21,15,80
14096,0,31,20,20,-0.784796,52.9214,797.361,-63.3925,1.76794,2720.13,1,0,2,1,0,1,3,8,3,1,0,2,10,22,15,80
14097,0,31,21,21,0.931684,44.672,701.704,-28.4337,3.81439,1908.89,1,0,1,nan,nan,0,4.5,12.25,2,1,0,1,10,23,15,80
14098,0,31,22,22,-72.8639,-2.02614,2591.43,-25.0986,35.401,936.648,8,0,1,nan,nan,0,1,0,1,nan,nan,0,10,24,15,80
14099,0,31,21,21,-56.1456,12.0895,1965.34,-50.5401,18.1921,2260.86,4,9,2,1,0,1,1,0,2,1,0,1,10,25,15,80
14100,1,31,0,0,223.713,159.967,1562.92,209.178,145.239,1116.92,1,0,15,1,0,15,1,0,16,1,0,15,10,1,15,80
14101,1,31,0,0,204.664,159.701,1120.26,188.767,139.218,701.924,1,0,15,1,0,15,1,0,16,1,0,15,10,2,15,80
14102,1,31,0,0,216.327,172.7,1461.89,223.962,156.775,1436.26,1,0,15,1,0,15,1,0,16,1,0,15,10,3,15,80
14103,1,31,0,0,195.702,144.765,896.77,200.061,142.125,991.998,1,0,15,1,0,15,1,0,16,1,0,15,10,4,15,80
14104,1,31,0,0,160.897,141.617,387.511,156.513,117.694,393.745,1,0,15,1,0,15,1,0,16,1,0,15,10,5,15,80
14105,1,31,0,0,169.207,138.241,420.377,176.416,143.655,611.176,1,0,15,1,0,15,1,0,16,1,0,15,10,6,15,80
14106,1,31,0,0,166.702,144.917,464.967,121.69,105.773,99.8187,1,0,15,1,0,15,1,0,16,1,0,15,10,7,15,80
14107,1,31,0,0,86.4543,92.9724,40.598,137.09,111.735,117.559,1,0,15,1,0,15,1,0,16,1,0,15,10,8,15,80
14108,1,31,0,0,95.1987,101.574,63.1202,115.311,105.612,65.256,1,0,15,1,0,15,1,0,16,1,0,15,10,9,15,80
14109,1,31,0,0,96.9824,98.1108,44.4992,102.179,101.064,33.1331,1,0,15,1,0,15,1,0,16,1,0,15,10,10,15,80
14110,1,31,0,0,128.945,109.583,83.5227,76.2527,86.4953,51.5815,1.06667,0.0622222,15,1,0,14,1,0,15,1.06667,0.0622222,15,10,11,15,80
14111,1,31,0,0,79.9061,89.0477,93.8344,74.17,88.3531,57.8631,1,0,14,1.14286,0.122449,14,1.13333,0.115556,15,1,0,14,10,12,15,80
14112,1,31,0,0,52.5906,81.4694,232.213,49.4722,73.7245,318.679,1.625,0.484375,8,1.625,1.73438,8,1.55556,1.58025,9,1.625,0.484375,8,10,13,15,80
14113,1,31,4,4,55.7867,58.3225,687.961,24.0395,60.4138,603.672,3.25,6.1875,4,2,2,3,2.8,5.76,5,3.25,6.1875,4,10,14,15,80
14114,1,31,4,4,44.0729,68.6832,573.464,35.7857,57.0646,920.076,2,4,5,3,16,5,2,5,6,2,4,5,10,15,15,80
14115,1,31,5,5,77.503,60.5405,541.125,31.9909,65.0943,279.846,3,6,4,4.5,16.75,4,2.8,4.96,5,4.25,20.6875,4,10,16,15,80
14116,0,31,7,7,83.092,68.0576,295.243,14.5727,53.2624,921.768,2,3,4,5.25,28.1875,4,3,6.4,5,2,3,4,10,17,15,80
14117,0,31,10,10,43.4496,58.8014,727.051,65.3318,48.6599,714.882,2.75,6.1875,4,3,8,3,2.5,6.75,4,1.33333,0.222222,3,10,18,15,80
14118,0,31,18,18,-0.452659,31.0826,1294.7,67.1955,71.3948,138.349,3,8,3,1.5,0.25,2,1.33333,0.222222,3,1,0,2,10,19,15,80
14119,0,31,19,19,29.9783,53.6789,463.908,-16.3263,26.4003,1296.23,1.5,0.25,2,1,0,1,3,8,3,1.5,0.25,2,10,20,15,80
14120,0,31,20,20,32.5467,61.0295,290.032,-3.10493,26.1225,1113.26,1,0,2,1,0,1,3,8,3,1,0,2,10,21,15,80
14121,0,31,12,12,-32.6068,17.3793,2240.25,5.50943,47.7547,995.872,5,16,2,1,0,1,3,8,3,5,16,2,10,22,15,80
14122,0,31,21,21,-14.5247,33.3365,1225.36,-87.4517,-11.0243,3177.52,1,0,1,nan,nan,0,4.5,12.25,2,1,0,1,10,23,15,80
14123,0,31,21,21,-18.0129,39.749,1047.71,-49.3113,6.86991,1776.49,1,0,1,nan,nan,0,4.5,12.25,2,1,0,1,10,24,15,80
14124,0,31,22,22,-60.6595,13.395,2233.75,-117.056,-17.852,3846.44,1,0,1,nan,nan,0,4,9,2,1,0,1,10,25,15,80
14125,1,31,0,0,223.679,168.133,1445.84,244.825,162.301,1752.71,1,0,15,1,0,15,1,0,16,1,0,15,10,1,15,80
14126,1,31,0,0,221.355,158.95,1372.28,221.82,152.129,1193.74,1,0,15,1,0,15,1,0,16,1,0,15,10,2,15,80
14127,1,31,0,0,209.681,156.838,1116.03,186.236,128.559,547.002,1,0,15,1,0,15,1,0,16,1,0,15,10,3,15,80
14128,1,31,0,0,202.802,160.885,846.104,179.756,133.901,688.761,1,0,15,1,0,15,1,0,16,1,0,15,10,4,15,80
14129,1,31,0,0,166.036,137.27,533.395,153.667,126.515,423.041,1,0,15,1,0,15,1,0,16,1,0,15,10,5,15,80
14130,1,31,0,0,146.236,119.307,207.562,156.337,129.612,253.394,1,0,15,1,0,15,1,0,16,1,0,15,10,6,15,80
14131,1,31,0,0,173.542,136.207,492.817,160.806,128.054,358.907,1,0,15,1,0,15,1,0,16,1,0,15,10,7,15,80
14132,1,31,0,0,130.432,117.829,106.383,142.554,116.402,342.388,1,0,15,1,0,15,1,0,16,1,0,15,10,8,15,80
14133,1,31,0,0,108.8,110.67,53.4024,104.033,100.481,55.25,1,0,15,1,0,15,1,0,16,1,0,15,10,9,15,80
14134,1,31,0,0,97.2752,105.808,129.291,88.5666,86.9266,85.1671,1.21429,0.168367,14,1,0,13,1,0,14,1.21429,0.168367,14,10,10,15,80
14135,1,31,0,0,91.6518,98.7584,46.432,90.9263,96.4767,35.2906,1,0,15,1,0,15,1,0,16,1,0,15,10,11,15,80
14136,1,31,0,0,85.8599,93.6128,257.013,53.8178,80.4066,94.499,1.16667,0.138889,12,1.25,0.354167,12,1.23077,0.331361,13,1.16667,0.138889,12,10,12,15,80
14137,1,31,0,0,51.728,77.9853,233.727,73.4568,75.4068,144.581,2,1,8,1.71429,1.34694,7,1.625,1.23438,8,2,1,8,10,13,15,80
14138,1,31,0,0,63.0386,73.8462,396.966,32.0213,69.4929,281.833,2.33333,1.88889,6,2,2.4,5,1.83333,2.13889,6,2.33333,1.88889,6,10,14,15,80
14139,1,31,2,2,21.9778,68.9033,953.77,62.8916,75.7356,156.979,1.875,3.85938,8,1.42857,1.10204,7,1.375,0.984375,8,2.125,6.85938,8,10,15,15,80
14140,1,31,4,4,49.3933,58.0349,711.85,63.088,63.8008,639.078,2.5,6.75,4,3.75,22.6875,4,2.4,7.84,5,2.5,6.75,4,10,16,15,80
14141,0,31,9,9,59.3107,68.4468,309.264,54.4837,58.0323,593.378,1.75,1.6875,4,4.75,42.1875,4,2.2,5.76,5,1.75,1.6875,4,10,17,15,80
14142,0,31,14,14,55.5869,52.7279,625.523,62.2153,54.531,659.902,4,9,2,1,0,1,3,8,3,4,9,2,10,18,15,80
14143,0,31,16,16,1.9024,36.5732,1272.6,56.605,67.1355,159.471,3.33333,6.88889,3,2,0,2,1.66667,0.222222,3,1.5,0.25,2,10,19,15,80
14144,0,31,17,17,8.07548,43.6683,517.503,3.38986,31.7591,1334.25,2.5,2.25,2,1,0,1,3,8,3,2.5,2.25,2,10,20,15,80
14145,0,31,13,11,12.7543,27.6187,829.842,9.71601,59.9195,486.126,4,9,2,1,0,1,3.33333,10.8889,3,9.5,72.25,2,10,21,15,80
14146,0,31,20,20,5.92005,49.489,597.96,-35.9646,12.0244,1931.41,1,0,1,nan,nan,0,5,16,2,1,0,1,10,22,15,80
14147,0,31,22,22,-70.5714,0.483092,2255.69,-3.71836,41.3864,760.614,8,0,1,nan,nan,0,1,0,1,nan,nan,0,10,23,15,80
14148,0,31,20,20,-17.0313,23.0001,1438.87,-29.6463,28.533,1156.5,10,0,1,nan,nan,0,1,0,1,nan,nan,0,10,24,15,80
14149,0,31,21,21,-54.6329,4.3259,2260.57,-85.1637,-4.86916,2701.85,4,9,2,1,0,1,1,0,2,1,0,1,10,25,15,80
14150,1,31,0,0,216.603,168.476,1154.19,228.995,156.11,1495.96,1,0,15,1,0,15,1,0,16,1,0,15,10,1,15,80
14151,1,31,0,0,208.808,165.059,1326.92,200.269,142.212,987.007,1,0,15,1,0,15,1,0,16,1,0,15,10,2,15,80
14152,1,31,0,0,226.892,168.91,1921.06,199.826,145.503,672.21,1,0,15,1,0,15,1,0,16,1,0,15,10,3,15,80
14153,1,31,0,0,205.327,158.932,972.565,196.057,146.064,893.587,1,0,15,1,0,15,1,0,16,1,0,15,10,4,15,80
14154,1,31,0,0,167.019,151.321,333.782,176.743,141.543,626.247,1,0,15,1,0,15,1,0,16,1,0,15,10,5,15,80
14155,1,31,0,0,174.091,142.556,446.799,140.651,115.389,290.028,1,0,15,1,0,15,1,0,16,1,0,15,10,6,15,80
14156,1,31,0,0,145.267,123.826,203.982,143.292,116.541,275.415,1,0,15,1,0,15,1,0,16,1,0,15,10,7,15,80
14157,1,31,0,0,135.422,131.977,90.5187,120.572,98.0728,90.1924,1,0,15,1,0,15,1,0,16,1,0,15,10,8,15,80
14158,1,31,0,0,107.256,116.609,63.5317,113.587,102.987,59.8009,1,0,15,1,0,15,1,0,16,1,0,15,10,9,15,80
14159,1,31,0,0,95.776,106.235,62.592,99.2423,91.6557,37.2295,1,0,15,1,0,15,1,0,16,1,0,15,10,10,15,80
14160,1,31,0,0,77.4419,91.7807,68.5276,88.5794,94.7076,46.3851,1,0,15,1,0,15,1,0,16,1,0,15,10,11,15,80
14161,1,31,0,0,91.8833,92.8631,152.923,75.9649,89.3502,88.1147,1.07143,0.0663265,14,1,0,14,1,0,15,1.07143,0.0663265,14,10,12,15,80
14162,1,31,0,0,70.6317,84.259,131.165,48.4261,75.9735,200.462,1.3,0.41,10,1.4,0.84,10,1.36364,0.77686,11,1.3,0.41,10,10,13,15,80
14163,1,31,1,1,80.7541,77.1505,386.881,15.5075,68.7108,569.019,1.71429,1.91837,7,2.42857,6.2449,7,2.125,4.35938,8,1.71429,1.91837,7,10,14,15,80
14164,1,31,3,3,72.6847,64.2791,603.881,30.645,70.191,263.598,2.6,5.04,5,2,1.5,4,1.8,1.36,5,3.2,11.76,5,10,15,15,80
14165,1,31,6,6,48.3556,62.181,857.795,77.1822,71.6578,289.125,2.16667,4.80556,6,1.8,1.36,5,1.66667,1.22222,6,3.16667,19.4722,6,10,16,15,80
14166,1,31,5,4,51.8813,60.0244,725.462,37.5726,58.9468,698.263,2.75,9.1875,4,3.75,22.6875,4,2.2,5.76,5,3,12,4,10,17,15,80
14167,1,31,11,6,17.7739,59.3984,652.164,24.6784,45.1037,688.321,3.33333,6.88889,3,7.5,42.25,2,3.33333,10.8889,3,1.5,0.25,2,10,18,15,80
14168,0,31,12,9,26.9846,61.0536,430.026,-1.47664,21.3535,1654.69,3,8,3,9,64,2,3.33333,10.8889,3,1,0,2,10,19,15,80
14169,0,31,16,16,67.3839,65.7701,214.915,47.997,43.7342,770.338,3,4,2,1,0,1,3,8,3,3,4,2,10,20,15,80
14170,0,31,15,15,17.0785,38.796,1156.91,39.669,48.7065,538.449,3,8,3,3,4,2,2.33333,3.55556,3,1,0,2,10,21,15,80
14171,0,31,20,20,42.7856,64.4253,202.021,-0.180765,22.8183,1325.65,1,0,2,1,0,1,3,8,3,1,0,2,10,22,15,80
14172,0,31,20,20,-48.6611,19.0091,1881.5,27.0203,54.3622,524.376,4.5,12.25,2,1,0,1,1,0,2,1,0,1,10,23,15,80
14173,0,31,21,21,-84.8361,1.5213,2562.51,-50.4754,17.2689,1692.59,4,9,2,1,0,1,1,0,2,1,0,1,10,24,15,80
14174,0,31,21,21,-92.0094,-8.41281,3158.28,-53.8274,9.74978,2534.37,9,0,1,nan,nan,0,1,0,1,nan,nan,0,10,25,15,80
14175,1,31,0,0,207.456,158.176,980.188,224.639,160.922,1399.61,1,0,15,1,0,15,1,0,16,1,0,15,10,1,15,80
14176,1,31,0,0,220.993,159.371,1029.6,198.451,148.055,1363.51,1,0,15,1,0,15,1,0,16,1,0,15,10,2,15,80
14177,1,31,0,0,219.472,166.414,1266.01,199.685,142.239,1106.9,1,0,15,1,0,15,1,0,16,1,0,15,10,3,15,80
14178,1,31,0,0,203.412,162.297,905.883,199.995,138.431,890.621,1,0,15,1,0,15,1,0,16,1,0,15,10,4,15,80
14179,1,31,0,0,175.674,149.545,509.433,177.469,131.268,493.682,1,0,15,1,0,15,1,0,16,1,0,15,10,5,15,80
14180,1,31,0,0,155.615,134.244,332.971,168.402,129.131,397.806,1,0,15,1,0,15,1,0,16,1,0,15,10,6,15,80
14181,1,31,0,0,148.084,136.53,177.211,112.097,96.727,60.1451,1,0,15,1,0,15,1,0,16,1,0,15,10,7,15,80
14182,1,31,0,0,141.735,118.738,159.847,95.6038,90.0101,53.6965,1.06667,0.0622222,15,1,0,14,1,0,15,1.06667,0.0622222,15,10,8,15,80
14183,1,31,0,0,122.754,107.272,92.1633,148.813,108.251,240.278,1,0,15,1,0,15,1,0,16,1,0,15,10,9,15,80
14184,1,31,0,0,81.1187,84.6577,140.138,74.2372,82.0607,70.6402,1.4,0.24,10,1.4,0.24,10,1.36364,0.231405,11,1.4,0.24,10,10,10,15,80
14185,1,31,0,0,88.7083,101.971,47.6134,87.2957,95.6383,58.2809,1,0,15,1,0,15,1,0,16,1,0,15,10,11,15,80
14186,1,31,0,0,71.6097,90.2412,123.283,82.4476,94.8488,76.975,1,0,15,1,0,15,1,0,16,1,0,15,10,12,15,80
14187,1,31,0,0,44.0654,81.5553,301.245,67.4486,75.3448,222.116,1.77778,1.50617,9,1.75,1.6875,8,1.66667,1.55556,9,1.77778,1.50617,9,10,13,15,80
14188,1,31,0,0,34.9301,70.6354,413.079,58.1172,66.572,682.723,1.83333,3.47222,6,2.16667,4.80556,6,2,4.28571,7,1.83333,3.47222,6,10,14,15,80
14189,1,31,6,6,82.2871,73.6733,328.545,42.1702,63.189,768.458,1.66667,1.22222,6,3.16667,19.4722,6,2,4.28571,7,1.66667,1.22222,6,10,15,15,80
14190,0,31,11,11,78.2728,58.4494,452.381,63.0049,51.3738,514.205,6,1,2,9,4,2,4,9,2,5,0,1,10,16,15,80
14191,1,31,3,3,30.2507,70.6605,334.74,43.5569,59.3741,882.439,1.6,1.44,5,3.2,15.36,5,2.33333,6.55556,6,1.6,1.44,5,10,17,15,80
14192,0,31,12,12,51.6735,73.2421,199.176,41.9282,44.4276,930.624,1.33333,0.222222,3,7.33333,80.2222,3,2.75,9.1875,4,1.33333,0.222222,3,10,18,15,80
14193,0,31,16,16,52.9127,50.3533,828.842,42.3453,51.788,504.974,2.5,6.75,4,1.33333,0.222222,3,1.25,0.1875,4,1,0,3,10,19,15,80
14194,0,31,17,17,-10.6568,23.8433,2533.07,24.5503,62.4903,408.999,2.5,6.75,4,1,0,3,1,0,4,1,0,3,10,20,15,80
14195,0,31,18,18,-23.2426,29.4269,1389.24,29.0816,53.3949,451.557,3,8,3,1.5,0.25,2,1.33333,0.222222,3,1,0,2,10,21,15,80
14196,0,31,20,20,-30.9104,12.1359,1887.3,22.5823,54.1845,458.809,4.5,12.25,2,1,0,1,1,0,2,1,0,1,10,22,15,80
14197,0,31,20,20,-52.7376,10.9423,2080.93,-58.443,21.0158,2166.41,4,9,2,2,0,1,1.5,0.25,2,1,0,1,10,23,15,80
14198,0,31,20,20,-60.8644,28.9179,2298.74,-33.4028,15.9785,1841.54,1,0,2,1,0,1,3,8,3,1,0,2,10,24,15,80
14199,0,31,22,22,-118.629,-21.7115,4384.15,-94.9871,0.453352,3479.29,8,0,1,nan,nan,0,1,0,1,nan,nan,0,10,25,15,80
14200,1,31,0,0,241.293,170.781,2128.31,244.897,177.734,1887.81,1,0,15,1,0,15,1,0,16,1,0,15,10,1,15,80
14201,1,31,0,0,187.46,153.286,865.094,229.916,154.158,1558.19,1,0,15,1,0,15,1,0,16,1,0,15,10,2,15,80
14202,1,31,0,0,233.857,166.694,1861.06,218.734,152.267,1561.67,1,0,15,1,0,15,1,0,16,1,0,15,10,3,15,80
14203,1,31,0,0,186.619,150.523,579.296,180.446,137.607,775.609,1,0,15,1,0,15,1,0,16,1,0,15,10,4,15,80
14204,1,31,0,0,192.638,147.297,988.511,177.065,132.468,515.751,1,0,15,1,0,15,1,0,16,1,0,15,10,5,15,80
14205,1,31,0,0,164.948,136.703,408.456,161.775,118.704,565.059,1,0,15,1,0,15,1,0,16,1,0,15,10,6,15,80
14206,1,31,0,0,127.559,115.916,196.883,125.873,106.144,69.8584,1,0,15,1,0,15,1,0,16,1,0,15,10,7,15,80
14207,1,31,0,0,123.881,119.152,62.1616,143.795,120.203,352.262,1,0,15,1,0,15,1,0,16,1,0,15,10,8,15,80
14208,1,31,0,0,132.751,125.105,152.062,110.427,90.345,70.0461,1,0,15,1,0,15,1,0,16,1,0,15,10,9,15,80
14209,1,31,0,0,89.3377,109.267,110.063,90.7529,101.784,127.386,1,0,15,1,0,15,1,0,16,1,0,15,10,10,15,80
14210,1,31,0,0,97.6269,101.044,46.2562,86.6762,105.582,104.396,1,0,15,1,0,15,1,0,16,1,0,15,10,11,15,80
14211,1,31,0,0,47.1106,83.0568,195.834,80.5539,81.1675,140.063,1.45455,0.793388,11,1.3,0.41,10,1.27273,0.380165,11,1.45455,0.793388,11,10,12,15,80
14212,1,31,0,0,80.3204,88.253,135.178,61.579,79.8457,72.4459,1.25,0.1875,12,1.16667,0.138889,12,1.15385,0.130178,13,1.25,0.1875,12,10,13,15,80
14213,0,31,7,7,42.0365,62.4873,660.486,58.0854,63.1083,530.417,2.16667,4.80556,6,2,2.4,5,1.83333,2.13889,6,1.2,0.16,5,10,14,15,80
14214,1,31,2,2,56.2142,64.5993,607.944,45.2295,68.9637,389.852,2.16667,4.80556,6,2,4,5,1.83333,3.47222,6,2.5,8.58333,6,10,15,15,80
14215,1,31,0,0,21.0753,59.9313,1305.53,26.8384,71.6249,381.919,2.5,6.58333,6,1.6,1.44,5,1.5,1.25,6,2.5,6.58333,6,10,16,15,80
14216,1,31,6,5,20.5896,60.2315,749.786,57.5437,57.0881,666.438,2.8,5.76,5,2.75,9.1875,4,2.2,5.76,5,1.75,1.6875,4,10,17,15,80
14217,0,31,9,9,31.2482,53.3228,739.825,33.8238,44.0354,685.23,4.33333,8.22222,3,4,9,2,3,8,3,2.5,2.25,2,10,18,15,80
14218,0,31,16,16,42.2757,41.782,900.889,59.1036,46.6521,455.173,4.5,12.25,2,5,0,1,3,4,2,1,0,1,10,19,15,80
14219,0,31,17,17,23.0502,57.9584,523.392,3.99629,37.6597,1026.93,2.5,2.25,2,1,0,1,3,8,3,2.5,2.25,2,10,20,15,80
14220,0,31,20,20,43.0347,58.1481,243.339,-18.3635,22.2225,1436,1,0,1,nan,nan,0,5,16,2,1,0,1,10,21,15,80
14221,0,31,17,17,5.5872,40.6693,1430.37,-8.89984,26.8287,1293.17,3.66667,14.2222,3,1,0,2,1,0,3,1,0,2,10,22,15,80
14222,0,31,22,22,-47.0193,5.06294,1971.65,-12.6641,35.9672,779.123,8,0,1,nan,nan,0,1,0,1,nan,nan,0,10,23,15,80
14223,0,31,21,21,-57.6837,4.1964,2194.52,-14.3447,42.4808,823.373,4,9,2,1,0,1,1,0,2,1,0,1,10,24,15,80
14224,0,31,21,21,-96.5391,-7.20963,3697.97,-50.8874,13.6729,1959.15,4,9,2,1,0,1,1,0,2,1,0,1,10,25,15,80
14225,1,31,0,0,232.066,163.969,1899.25,221.722,149.617,1274.5,1,0,15,1,0,15,1,0,16,1,0,15,10,1,15,80
14226,1,31,0,0,183.447,142.848,771.656,222.081,161.471,1403.81,1,0,15,1,0,15,1,0,16,1,0,15,10,2,15,80
14227,1,31,0,0,215.566,165.955,1513.57,237.432,170.02,2170.46,1,0,15,1,0,15,1,0,16,1,0,15,10,3,15,80
14228,1,31,0,0,172.34,137.315,678.006,213.049,145.999,1107.68,1,0,15,1,0,15,1,0,16,1,0,15,10,4,15,80
14229,1,31,0,0,165.317,139.633,497.147,168.737,122.174,565.984,1,0,15,1,0,15,1,0,16,1,0,15,10,5,15,80
14230,1,31,0,0,158.656,130.408,254.248,158.153,119.145,305.404,1,0,15,1,0,15,1,0,16,1,0,15,10,6,15,80
14231,1,31,0,0,139.268,122.802,169.191,155.357,112.659,288.155,1,0,15,1,0,15,1,0,16,1,0,15,10,7,15,80
14232,1,31,0,0,121.542,110.507,107.89,134.883,118.218,158.845,1,0,15,1,0,15,1,0,16,1,0,15,10,8,15,80
14233,1,31,0,0,117.49,124.278,91.658,85.6051,94.5581,78.592,1,0,15,1,0,15,1,0,16,1,0,15,10,9,15,80
14234,1,31,0,0,101.486,95.1069,140.968,120.275,103.571,276.008,1.06667,0.0622222,15,1,0,14,1,0,15,1.06667,0.0622222,15,10,10,15,80
14235,1,31,0,0,101.81,105.635,95.2417,76.8342,86.1895,52.6514,1.07143,0.0663265,14,1,0,14,1,0,15,1.07143,0.0663265,14,10,11,15,80
14236,1,31,0,0,52.8752,71.5785,390.01,64.5846,68.3472,418.021,1.83333,2.13889,6,2.5,5.25,6,2.28571,4.77551,7,1.83333,2.13889,6,10,12,15,80
14237,1,31,0,0,73.9646,78.0182,128.942,43.6828,81.8715,248.866,1.3,0.81,10,1.33333,0.222222,9,1.3,0.21,10,1.3,0.81,10,10,13,15,80
14238,1,31,0,0,63.7595,84.4634,292.18,62.1722,77.73,170.506,1.5,0.85,10,1.33333,0.888889,9,1.3,0.81,10,1.5,0.85,10,10,14,15,80
